Founder,Company,Year Founded,Valuation,Status,,
Ritesh Agarwal,Oyo,2016,10bn,Working,,
Vijay Shekhar Sharma,PayTM,2012,12bn,Working,,
Deepindar Goyal,Zomato,2008,4bn,Working,,
Bhavish Agarwal,Ola,2010,6bn,Working,,
Sachin Bansal,Flipkart,2007,22bn,Exit,,
Sriharsh Majety,Swiggy,2014,6bn,Working,,
Kunal Bahl,Snapdeal,2010,2bn,Working,,
Kunal Shah,Freecharge,2014,350mn,Exit,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
